,data_pedido,categoria,preco_unitario,quantidade,regiao,canal_marketing,avaliacao,faturamento
671,2024-11-22,Acessórios,248.43,5,Sudeste,Instagram,5.0,1242.15
672,2024-11-22,Áudio,656.6,1,Sudeste,Orgânico,3.6,656.6
673,2024-11-23,Notebooks,7726.31,1,Sudeste,Google Ads,3.8,7726.31
674,2024-11-23,Acessórios,57.04,5,Centro-Oeste,Orgânico,4.9,285.2
675,2024-11-23,Smartphones,3486.12,2,Sudeste,Google Ads,4.5,6972.24
676,2024-11-23,Acessórios,156.88,4,Nordeste,Orgânico,4.1,627.52
677,2024-11-23,Smartphones,4655.04,1,Sudeste,Google Ads,4.7,4655.04
678,2024-11-23,Smartphones,2087.71,1,Sudeste,Orgânico,4.2,2087.71
679,2024-11-23,Notebooks,4134.17,1,Sudeste,Instagram,4.0,4134.17
680,2024-11-24,Smartphones,2335.16,1,Nordeste,Instagram,4.6,2335.16
681,2024-11-24,Áudio,1405.62,4,Centro-Oeste,Orgânico,4.5,5622.48
682,2024-11-25,Acessórios,155.71,5,Nordeste,Google Ads,4.3,778.5500000000001
683,2024-11-25,TVs,3835.77,2,Sudeste,E-mail,4.4,7671.54
684,2024-11-26,Áudio,619.22,4,Norte,Orgânico,4.7,2476.88
685,2024-11-26,TVs,1640.32,2,Centro-Oeste,E-mail,4.0,3280.64
686,2024-11-26,Smartphones,4106.56,2,Sudeste,Google Ads,4.3,8213.12
687,2024-11-27,TVs,4912.77,1,Sul,E-mail,3.7,4912.77
688,2024-11-27,TVs,4917.05,1,Sudeste,Orgânico,4.7,4917.05
689,2024-11-27,TVs,4995.2,2,Sul,Instagram,4.1,9990.4
690,2024-11-27,TVs,5659.78,2,Sul,Orgânico,4.9,11319.56
691,2024-11-27,Acessórios,126.45,2,Sudeste,Orgânico,4.2,252.9
692,2024-11-28,Acessórios,155.63,3,Centro-Oeste,Instagram,4.2,466.89
693,2024-11-28,Smartphones,2614.23,1,Sul,Google Ads,4.0,2614.23
694,2024-12-01,Acessórios,53.55,3,Centro-Oeste,Instagram,4.4,160.64999999999998
695,2024-12-01,Acessórios,151.65,5,Sudeste,Google Ads,4.0,758.25
696,2024-12-01,Notebooks,3699.13,2,Sul,Google Ads,3.8,7398.26
697,2024-12-01,Notebooks,7443.95,2,Nordeste,Orgânico,4.1,14887.9
698,2024-12-02,TVs,5776.41,1,Nordeste,Google Ads,3.8,5776.41
699,2024-12-02,Acessórios,124.35,3,Nordeste,E-mail,4.4,373.04999999999995
700,2024-12-02,Acessórios,20.07,5,Sudeste,Orgânico,4.7,100.35
701,2024-12-02,Acessórios,26.88,3,Sudeste,Instagram,4.3,80.64
702,2024-12-03,Smartphones,3038.27,2,Nordeste,Instagram,3.3,6076.54
703,2024-12-03,Áudio,845.49,4,Sul,Instagram,5.0,3381.96
704,2024-12-03,Notebooks,4016.46,1,Sul,Instagram,5.0,4016.46
705,2024-12-03,Áudio,351.15,5,Sudeste,Orgânico,3.8,1755.75
706,2024-12-03,Áudio,180.96,3,Sudeste,E-mail,3.0,542.88
707,2024-12-04,Áudio,1039.26,3,Sudeste,Google Ads,5.0,3117.7799999999997
708,2024-12-04,Smartphones,2036.7,1,Sul,Instagram,4.6,2036.7
709,2024-12-05,Notebooks,6520.63,1,Sul,Google Ads,4.4,6520.63
710,2024-12-05,Áudio,485.11,1,Sudeste,Orgânico,3.4,485.11
711,2024-12-05,Acessórios,273.75,2,Nordeste,Google Ads,4.7,547.5
712,2024-12-05,Acessórios,224.26,1,Nordeste,Google Ads,3.7,224.26
713,2024-12-06,Acessórios,208.04,4,Sudeste,E-mail,4.0,832.16
714,2024-12-06,Áudio,1022.92,2,Nordeste,Instagram,3.6,2045.84
715,2024-12-06,Smartphones,3981.44,2,Sudeste,E-mail,4.7,7962.88
716,2024-12-06,Smartphones,3607.22,1,Norte,Google Ads,3.9,3607.22
717,2024-12-06,TVs,3532.64,1,Centro-Oeste,Google Ads,4.4,3532.64
718,2024-12-06,Acessórios,262.09,1,Sudeste,Google Ads,3.2,262.09
719,2024-12-06,TVs,3994.02,2,Sudeste,E-mail,4.2,7988.04
720,2024-12-07,Notebooks,6523.74,1,Nordeste,Orgânico,4.5,6523.74
721,2024-12-08,Smartphones,1605.05,2,Sul,Orgânico,4.2,3210.1
722,2024-12-08,Acessórios,288.26,1,Sul,Orgânico,3.6,288.26
723,2024-12-08,Smartphones,3265.45,2,Sudeste,Instagram,3.9,6530.9
724,2024-12-08,Notebooks,7255.63,2,Norte,Orgânico,3.5,14511.26
725,2024-12-08,Acessórios,267.44,2,Sudeste,Google Ads,4.2,534.88
726,2024-12-08,Acessórios,241.68,1,Sudeste,Orgânico,4.2,241.68
727,2024-12-09,Smartphones,4908.32,2,Sudeste,Instagram,4.3,9816.64
728,2024-12-09,Smartphones,2775.12,2,Sudeste,Google Ads,4.7,5550.24
729,2024-12-09,Áudio,483.59,5,Sudeste,Orgânico,4.1,2417.95
730,2024-12-10,Acessórios,169.03,5,Sudeste,Instagram,3.5,845.15
731,2024-12-10,Smartphones,4258.96,1,Sul,Orgânico,3.7,4258.96
732,2024-12-10,Acessórios,67.04,3,Sudeste,E-mail,4.1,201.12
733,2024-12-11,Smartphones,1239.63,2,Sul,Orgânico,5.0,2479.26
734,2024-12-12,Notebooks,2910.82,2,Norte,Google Ads,3.9,5821.64
735,2024-12-12,Áudio,570.95,4,Sul,E-mail,4.3,2283.8
736,2024-12-12,Acessórios,66.77,4,Nordeste,E-mail,4.5,267.08
737,2024-12-13,Smartphones,2918.81,1,Sudeste,Google Ads,5.0,2918.81
738,2024-12-13,Notebooks,5061.35,1,Nordeste,Orgânico,3.2,5061.35
739,2024-12-13,Áudio,685.49,3,Sudeste,Google Ads,4.4,2056.4700000000003
740,2024-12-13,Áudio,1385.94,3,Sudeste,Instagram,4.2,4157.82
741,2024-12-14,Áudio,577.63,3,Sudeste,Orgânico,4.5,1732.8899999999999
742,2024-12-14,Smartphones,2896.2,1,Sul,Google Ads,4.1,2896.2
743,2024-12-15,TVs,1580.38,1,Nordeste,Orgânico,4.0,1580.38
744,2024-12-15,Áudio,884.1,5,Sudeste,Google Ads,5.0,4420.5
745,2024-12-15,Acessórios,255.75,3,Sudeste,Orgânico,4.7,767.25
746,2024-12-16,Smartphones,3946.69,1,Sudeste,Orgânico,4.2,3946.69
747,2024-12-16,TVs,1826.01,2,Sul,E-mail,4.5,3652.02
748,2024-12-16,Smartphones,2225.05,2,Nordeste,E-mail,3.9,4450.1
749,2024-12-16,Smartphones,1803.85,2,Centro-Oeste,Instagram,4.2,3607.7
750,2024-12-16,TVs,5824.82,1,Nordeste,Google Ads,4.4,5824.82
751,2024-12-17,TVs,2329.67,1,Sul,Google Ads,3.1,2329.67
752,2024-12-17,Smartphones,2262.87,2,Norte,Instagram,3.5,4525.74
753,2024-12-17,TVs,4961.5,1,Sul,Orgânico,4.7,4961.5
754,2024-12-17,Acessórios,165.43,5,Sul,Google Ads,4.2,827.1500000000001
755,2024-12-17,Acessórios,86.3,3,Nordeste,Google Ads,3.9,258.9
756,2024-12-18,Notebooks,3487.24,1,Centro-Oeste,Instagram,4.9,3487.24
757,2024-12-18,Notebooks,4338.34,2,Sul,Instagram,4.7,8676.68
758,2024-12-18,Notebooks,4450.42,2,Sudeste,Instagram,3.3,8900.84
759,2024-12-18,Acessórios,265.69,3,Sul,Orgânico,3.5,797.0699999999999
760,2024-12-19,Smartphones,1887.71,1,Norte,Orgânico,2.8,1887.71
761,2024-12-19,Notebooks,5583.72,1,Nordeste,E-mail,4.6,5583.72
762,2024-12-19,Notebooks,7808.21,1,Nordeste,Instagram,3.8,7808.21
763,2024-12-19,TVs,4362.32,2,Sudeste,Orgânico,4.6,8724.64
764,2024-12-19,Acessórios,113.86,4,Sudeste,E-mail,4.5,455.44
765,2024-12-20,Acessórios,206.21,2,Nordeste,Instagram,4.3,412.42
766,2024-12-20,Smartphones,3738.72,1,Sudeste,E-mail,3.0,3738.72
767,2024-12-21,TVs,4227.85,1,Sudeste,Orgânico,4.3,4227.85
768,2024-12-21,Áudio,849.85,3,Sudeste,Google Ads,4.2,2549.55
769,2024-12-21,Acessórios,145.84,3,Sul,Orgânico,3.7,437.52
770,2024-12-21,Acessórios,235.95,2,Nordeste,E-mail,4.6,471.9
771,2024-12-21,Smartphones,2373.06,1,Sudeste,Google Ads,3.6,2373.06
772,2024-12-21,Smartphones,4001.28,2,Sul,Google Ads,4.1,8002.56
773,2024-12-21,Smartphones,4333.15,2,Sudeste,Instagram,4.0,8666.3
774,2024-12-22,Smartphones,1666.68,1,Sul,E-mail,4.5,1666.68
775,2024-12-22,Áudio,1021.84,3,Sudeste,Instagram,4.4,3065.52
776,2024-12-22,Acessórios,254.36,1,Sul,E-mail,4.9,254.36
777,2024-12-22,Acessórios,126.52,5,Centro-Oeste,Orgânico,4.7,632.6
778,2024-12-22,Acessórios,99.76,3,Nordeste,Google Ads,4.8,299.28000000000003
779,2024-12-22,Notebooks,2856.69,2,Nordeste,Orgânico,4.7,5713.38
780,2024-12-23,Acessórios,240.16,4,Sudeste,Google Ads,3.5,960.64
781,2024-12-23,Acessórios,242.74,4,Sudeste,Instagram,4.5,970.96
782,2024-12-23,TVs,3313.41,2,Sudeste,E-mail,3.2,6626.82
783,2024-12-24,Smartphones,3259.22,2,Sul,Instagram,4.1,6518.44
784,2024-12-25,Áudio,1289.63,4,Nordeste,Instagram,4.1,5158.52
785,2024-12-25,Áudio,1124.8,3,Sudeste,Orgânico,4.9,3374.3999999999996
786,2024-12-25,Smartphones,4632.78,2,Sudeste,Google Ads,4.1,9265.56
787,2024-12-25,Smartphones,3212.71,2,Sudeste,Instagram,3.9,6425.42
788,2024-12-26,Áudio,214.57,1,Sudeste,Instagram,4.1,214.57
789,2024-12-26,Áudio,470.68,2,Norte,Google Ads,4.2,941.36
790,2024-12-26,Acessórios,170.97,2,Nordeste,Google Ads,4.5,341.94
791,2024-12-27,Smartphones,3049.07,2,Sul,Google Ads,3.9,6098.14
792,2024-12-27,Acessórios,63.73,5,Sudeste,Instagram,3.6,318.65
793,2024-12-27,Notebooks,6385.62,2,Sul,E-mail,4.9,12771.24
794,2024-12-27,Áudio,243.49,1,Sudeste,Google Ads,4.1,243.49
795,2024-12-27,Áudio,1128.44,4,Sul,Orgânico,4.6,4513.76
796,2024-12-27,Acessórios,209.29,4,Sudeste,Google Ads,3.8,837.16
797,2024-12-28,Notebooks,7979.84,2,Sudeste,Google Ads,4.4,15959.68
798,2024-12-28,Notebooks,4168.01,1,Nordeste,Instagram,4.1,4168.01
799,2024-12-28,Acessórios,111.95,1,Sul,Google Ads,4.7,111.95
